paper_id,title,doi,suggested_filename,status,source,url,message
2fdfe19e4493,E-Business Design: A Shift to Adaptability,,E_Business_Design_A_Shift_to_Adaptability.pdf,no_open_pdf_candidate,,,
69560ebf92b1,E-business design,,E_business_design.pdf,no_open_pdf_candidate,,,
51099fe3fdce,Making Sense of Design Patterns,10.1007/978-3-642-16438-5_23,978.3.642.16438.5.23.pdf,failed,OpenAlex location landing_page; OpenAlex location landing_page; OpenAlex location landing_page; OpenAlex location landing_page,https://doi.org/10.1007/978-3-642-16438-5_23; https://handle.uba.uva.nl/personal/pure/en/publications/making-sense-of-design-patterns(5233eea7-1faf-4367-9367-e520e35dedff).html; https://dare.uva.nl/personal/pure/en/publications/making-sense-of-design-patterns(5233eea7-1faf-4367-9367-e520e35dedff).html; https://research.vu.nl/en/publications/587af7c8-7e21-4671-b646-b241c0e02f32,OpenAlex location landing_page: not PDF (text/html; charset=utf-8) | OpenAlex location landing_page: not PDF (text/html; charset=utf-8) | OpenAlex location landing_page: not PDF (text/html; charset=utf-8) | OpenAlex location landing_page: not PDF (text/html;charset=UTF-8)
8393d36cff90,An overview of human-computer interaction patterns in pervasive systems,10.1109/IUSER.2010.5716740,iuser.2010.5716740.pdf,existing,,,/Users/baiyixin/Downloads/pdf_386_by_paper_id/iuser.2010.5716740.pdf
1445730be68b,A problem-based approach to the advancement of heuristics for socio-technical evaluation,10.1080/0144929X.2021.1972157,0144929x.2021.1972157.pdf,failed,OpenAlex location landing_page; OpenAlex location landing_page,https://doi.org/10.1080/0144929x.2021.1972157; http://hdl.handle.net/10.1080/0144929X.2021.1972157,OpenAlex location landing_page: HTTP 403 | OpenAlex location landing_page: HTTP 403
d893185b7873,Introduction to Initial HCI Engineering Design Principles for Domestic Energy Planning and Control,10.1007/978-3-031-79215-1_2,978.3.031.79215.1.2.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1007/978-3-031-79215-1_2,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
fee96194a322,Personalising learning: towards a coherent learning design framework,10.1109/ICALT55010.2022.00030,icalt55010.2022.00030.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1109/icalt55010.2022.00030,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8)
a0bac1579403,Analysing adaptive gamification design principles for online courses,10.1080/0144929X.2020.1817559,0144929x.2020.1817559.pdf,failed,OpenAlex location landing_page; OpenAlex location landing_page,https://doi.org/10.1080/0144929x.2020.1817559; http://hdl.handle.net/10.1080/0144929X.2020.1817559,OpenAlex location landing_page: HTTP 403 | OpenAlex location landing_page: HTTP 403
31bdafb1fc73,Explainable Medical Imaging AI Needs Human-Centered Design: Guidelines and Evidence from a Systematic Review,,Explainable_Medical_Imaging_AI_Needs_Human_Centered_Design_Guidelines_and_Evidence_from_a_.pdf,no_open_pdf_candidate,,,
93bb03ac03b6,Design principles for data analysis,,Design_principles_for_data_analysis.pdf,no_open_pdf_candidate,,,
2ba0daf07e8e,Engineering design principles as patterns of relationships in frame creation,10.1007/s00163-021-00362-z,s00163.021.00362.z.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1007/s00163-021-00362-z,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
83aa5bd0e6f8,Designing Embodied Sonic Meditation,,Designing_Embodied_Sonic_Meditation.pdf,no_open_pdf_candidate,,,
1217bfc6316e,Design research,,Design_research.pdf,no_open_pdf_candidate,,,
a60240423604,"Reviewing the state-of-the-art design rationale definitions, representations and capabilities",10.1504/IJDE.2014.062377,ijde.2014.062377.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1504/ijde.2014.062377,OpenAlex location landing_page: HTTP 403
19c286f4e44f,Scientific design rationale,10.1017/S0890060408000243,s0890060408000243.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1017/s0890060408000243,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
40034332988c,Redesigning the rationale for design rationale,10.1007/978-3-540-73105-4_2,978.3.540.73105.4.2.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1007/978-3-540-73105-4_2,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
9378ab34b041,Redesigning the rationale for design rationale,,Redesigning_the_rationale_for_design_rationale.pdf,no_open_pdf_candidate,,,
16b7f7939f93,Characterizing Design Rationales Using Computational Linguistics and Human Evaluations,10.1115/1.4069232,1.4069232.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1115/1.4069232,OpenAlex location landing_page: HTTP 403
0050f73e4373,Integrating different perspective on design rationale: Supporting the emergence of design rationale from design communication,,Integrating_different_perspective_on_design_rationale_Supporting_the_emergence_of_design_r.pdf,no_open_pdf_candidate,,,
4c8bdfbd1309,Integrating different perspectives on design rationale: supporting the emergence of design rationale from design communication,10.1017/S089006040000192X,s089006040000192x.pdf,failed,OpenAlex location landing_page; OpenAlex location landing_page,https://doi.org/10.1017/s089006040000192x; http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.130.3873,OpenAlex location landing_page: not PDF (text/html; charset=utf-8) | OpenAlex location landing_page: SSLError
866d8935b9e0,"Issues critical to the development of design history, design rationale and design intent systems",,Issues_critical_to_the_development_of_design_history_design_rationale_and_design_intent_sy.pdf,no_open_pdf_candidate,,,
7a42dd52852e,What's in design rationale?,,What_s_in_design_rationale.pdf,no_open_pdf_candidate,,,
e875047efc35,Design rationale capture as knowledge acquisition: tradeoffs in the design of interactive tools,,Design_rationale_capture_as_knowledge_acquisition_tradeoffs_in_the_design_of_interactive_t.pdf,no_open_pdf_candidate,,,
6d339b25d458,Shared Mental Models for Collaborative Mechanical Design in Mechanical Engineering,10.4028/www.scientific.net/AMR.644.378,www.scientific.net.amr.644.378.pdf,failed,OpenAlex location landing_page; OpenAlex location landing_page,https://doi.org/10.4028/www.scientific.net/amr.644.378; http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.998.4663,OpenAlex location landing_page: not PDF (text/html; charset=utf-8) | OpenAlex location landing_page: SSLError
edde6dc75b19,The language of design: Theory and computation,10.1007/978-1-84882-021-0,978.1.84882.021.0.pdf,failed,OpenAlex location landing_page; OpenAlex location landing_page; OpenAlex location landing_page,https://doi.org/10.1007/978-1-84882-021-0; http://hdl.handle.net/2078/ebook:20090; http://ci.nii.ac.jp/ncid/BA88638450,OpenAlex location landing_page: not PDF (text/html; charset=utf-8) | OpenAlex location landing_page: ConnectTimeout | OpenAlex location landing_page: ConnectTimeout
d5d39efbe945,Method rationale in method engineering,,Method_rationale_in_method_engineering.pdf,no_open_pdf_candidate,,,
24bfa2182839,Designing claims for reuse in interactive systems design,10.1006/ijhc.1999.0245,ijhc.1999.0245.pdf,failed,OpenAlex location landing_page; OpenAlex location landing_page,https://doi.org/10.1006/ijhc.1999.0245; http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.96.2738,OpenAlex location landing_page: not PDF (text/html;charset=UTF-8) | OpenAlex location landing_page: SSLError
2a22a314dcfb,Studying Software Architecture Through Design Spaces and Rules,,Studying_Software_Architecture_Through_Design_Spaces_and_Rules.pdf,no_open_pdf_candidate,,,
8abe5ed83bac,"DESIGN PROCESS: FRAMES, METAPHORS, AND GAMES.",,DESIGN_PROCESS_FRAMES_METAPHORS_AND_GAMES.pdf,no_open_pdf_candidate,,,
74beefd3ed50,"The design process: frames, metaphors, and games",,The_design_process_frames_metaphors_and_games.pdf,no_open_pdf_candidate,,,
ec380d04cf61,GENERAL DESIGN THEORY.,,GENERAL_DESIGN_THEORY.pdf,no_open_pdf_candidate,,,
a285258b5545,Extended general design theory. I. Compactification of concept space,,Extended_general_design_theory_I_Compactification_of_concept_space.pdf,no_open_pdf_candidate,,,
057bbf472430,Toward an Integrated Theory of Task Design,,Toward_an_Integrated_Theory_of_Task_Design.pdf,no_open_pdf_candidate,,,
5ffd963397c9,THEORY OF TECHNICAL SYSTEMS - PREREQUISITE TO DESIGN THEORY.,,THEORY_OF_TECHNICAL_SYSTEMS_PREREQUISITE_TO_DESIGN_THEORY.pdf,no_open_pdf_candidate,,,
4025e28730c1,Conceptual foundations of design problem solving,10.1109/21.260655,21.260655.pdf,failed,OpenAlex location landing_page; OpenAlex location landing_page,https://doi.org/10.1109/21.260655; http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.471.8785,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8) | OpenAlex location landing_page: SSLError
f0eab2f851e8,Design science−the need for a scientific basis for engineering design methodology,10.1080/09544829408907878,09544829408907878.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1080/09544829408907878,OpenAlex location landing_page: HTTP 403
f652405808cb,A Theory of Decision Support System Design for User Calibration,10.1287/isre.7.2.215,isre.7.2.215.pdf,failed,OpenAlex location landing_page; OpenAlex location landing_page,https://doi.org/10.1287/isre.7.2.215; http://doi.org/10.1287/isre.7.2.215,OpenAlex location landing_page: HTTP 403 | OpenAlex location landing_page: HTTP 403
4db508a9681a,Philosophy of design: A meta-theoretical structure for design theory,10.1016/S0142-694X(99)00012-5,s0142.694x.99.00012.5.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1016/s0142-694x(99)00012-5,OpenAlex location landing_page: not PDF (text/html;charset=UTF-8)
f0dd2d28f3d2,Research methods for design theory,10.1115/DETC2001/DTM-21694,detc2001.dtm.21694.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1115/detc2001/dtm-21694,OpenAlex location landing_page: HTTP 403
c3005cf4cf75,Design as interactions of problem framing and problem solving,,Design_as_interactions_of_problem_framing_and_problem_solving.pdf,no_open_pdf_candidate,,,
f56243f52335,"Theory construction in design research Criteria: Approaches, and methods",10.1016/S0142-694X(03)00039-5,s0142.694x.03.00039.5.pdf,failed,OpenAlex oa_url; OpenAlex location landing_page; OpenAlex location landing_page; OpenAlex location landing_page; OpenAlex location landing_page; OpenAlex location landing_page; OpenAlex location landing_page; OpenAlex location landing_page,https://figshare.com/articles/journal_contribution/Theory_construction_in_design_research_criteria_approaches_and_methods/26272891; https://doi.org/10.1016/s0142-694x(03)00039-5; http://hdl.handle.net/1959.3/25614; https://figshare.com/articles/conference_contribution/Theory_construction_in_design_research_criteria_approaches_and_methods/26285194; http://www.designresearchsociety.org; https://researchbank.swinburne.edu.au/file/74907408-ba38-4d4c-8eeb-57ce36ceabc5/1/PDF (Accepted manuscript).pdf; https://doi.org/10.25916/sut.26272891.v1; https://doi.org/10.25916/sut.26285194.v1,OpenAlex oa_url: HTTP 403 | OpenAlex location landing_page: not PDF (text/html;charset=UTF-8) | OpenAlex location landing_page: HTTP 403 | OpenAlex location landing_page: HTTP 403 | OpenAlex location landing_page: not PDF (text/html; charset=utf-8) | OpenAlex location landing_page: ConnectionError | OpenAlex location landing_page: HTTP 403 | OpenAlex location landing_page: HTTP 403
804431d6f285,Concepts and definitions for product recovery: Analysis and clarification of the terminology used in academia and industry,10.1007/1-4020-4617-0_8,1.4020.4617.0.8.pdf,failed,OpenAlex oa_url; OpenAlex location landing_page; OpenAlex location landing_page,http://urn.kb.se/resolve?urn=urn:nbn:se:liu:diva-29920; https://doi.org/10.1007/1-4020-4617-0_8; http://urn.kb.se/resolve?urn=urn:nbn:se:liu:diva-35505,OpenAlex oa_url: ConnectTimeout | OpenAlex location landing_page: not PDF (text/html; charset=utf-8) | OpenAlex location landing_page: ConnectTimeout
c0372ed4d123,Web-based information systems: Developing a design theory,,Web_based_information_systems_Developing_a_design_theory.pdf,no_open_pdf_candidate,,,
43fee329f83e,Process design theory for digital information services,10.1007/978-3-540-78431-9_31,978.3.540.78431.9.31.pdf,downloaded,OpenAlex oa_url,https://ris.utwente.nl/ws/files/232238901/Wijnhoven2008process.pdf,/Users/baiyixin/Downloads/pdf_386_by_paper_id/978.3.540.78431.9.31.pdf
9049c4d2bbec,Towards a design theory of blended learning curriculum,10.1007/978-3-540-85170-7_6,978.3.540.85170.7.6.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1007/978-3-540-85170-7_6,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
0bca44c18d6c,"Tinkering, tailoring, and bricolage: Implications for theories of Design",,Tinkering_tailoring_and_bricolage_Implications_for_theories_of_Design.pdf,no_open_pdf_candidate,,,
0ecb6c9b7eeb,Pluralism in Knowledge Management: a Review,,Pluralism_in_Knowledge_Management_a_Review.pdf,no_open_pdf_candidate,,,
9f9f7295ec8c,Affordance based design: a relational theory for design,10.1007/s00163-008-0060-3,s00163.008.0060.3.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1007/s00163-008-0060-3,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
b21a9b4cc5ef,C-K design theory: an advanced formulation,10.1007/s00163-008-0043-4,s00163.008.0043.4.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1007/s00163-008-0043-4,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
0a130c0971e9,Feedforward as an essential active principle of engagement in computer games,10.4018/978-1-61520-717-6.ch005,978.1.61520.717.6.ch005.pdf,failed,OpenAlex location landing_page,https://doi.org/10.4018/978-1-61520-717-6.ch005,OpenAlex location landing_page: HTTP 429
